timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime,Connect
1664108694245,81,Home Page-22,200,OK,Scenario 1 1-2,true,,1199,5,5,80,0,0
1664108694326,59,Home Page-23,200,OK,Scenario 1 1-2,true,,4827,5,5,55,0,0
1664108694386,1377,Home Page-24,200,OK,Scenario 1 1-2,true,,52023,5,5,944,0,0
1664108694616,1632,Home Page-25,200,OK,Scenario 1 1-2,true,,53239,5,5,703,0,0
1664108695055,1267,Home Page-26,200,OK,Scenario 1 1-2,true,,54671,5,5,542,0,0
1664108695274,1551,Home Page-27,200,OK,Scenario 1 1-2,true,,57540,5,5,921,0,0
1664108695763,986,Home Page-28,200,OK,Scenario 1 1-2,true,,52662,5,5,448,0,0
1664108695925,1639,Home Page-29,200,OK,Scenario 1 1-2,true,,57237,5,5,979,0,0
1664108696087,1170,Home Page-30,200,OK,Scenario 1 1-2,true,,55331,5,5,509,0,0
1664108696248,1149,Home Page-31,200,OK,Scenario 1 1-2,true,,54137,5,5,482,0,0
1664108696322,1191,Home Page-32,200,OK,Scenario 1 1-2,true,,53966,5,5,541,0,0
1664108696750,1145,Home Page-33,200,OK,Scenario 1 1-2,true,,54151,5,5,551,0,0
1664108696825,935,Home Page-34,200,OK,Scenario 1 1-2,true,,56398,5,5,266,0,0
1664108697257,94,Home Page-35,200,OK,Scenario 1 1-2,true,,1463,5,5,94,0,0
1664108697351,311,Home Page-36,200,OK,Scenario 1 1-2,true,,33726,5,5,76,0,0
1664108697397,179,Home Page-37,200,OK,Scenario 1 1-2,true,,9802,5,5,80,0,0
1664108697513,261,Home Page-38,200,OK,Scenario 1 1-2,true,,13810,5,5,90,0,0
1664108697564,544,Home Page-39,200,OK,Scenario 1 1-2,true,,6838,5,5,484,0,299
1664108697576,1033,Home Page-40,200,OK,Scenario 1 1-2,true,,38584,5,5,94,0,0
1664108697662,68,Home Page-41,200,OK,Scenario 1 1-2,true,,1295,5,5,68,0,0
1664108697731,108,Home Page-42,200,OK,Scenario 1 1-2,true,,1444,5,5,108,0,0
1664108697760,88,Home Page-43,200,OK,Scenario 1 1-2,true,,2301,5,5,87,0,0
1664108697774,250,Home Page-44,200,OK,Scenario 1 1-2,true,,13010,5,5,89,0,0
1664108697839,99,Home Page-45,200,OK,Scenario 1 1-2,true,,1648,5,5,99,0,0
1664108697848,118,Home Page-46,200,OK,Scenario 1 1-2,true,,3080,5,5,117,0,0
1664108697896,245,Home Page-47,200,OK,Scenario 1 1-2,true,,5487,5,5,220,0,150
1664108697938,84,Home Page-48,200,OK,Scenario 1 1-2,true,,1900,5,5,82,0,0
1664108689593,11677,Home Page,200,OK,Scenario 1 1-3,false,"Test failed: text expected to contain /<h1 class=""texto-azul-banner-console modern-font"">NÓS SOMOS A DESENVOLVEDOR.IO</h1>/",1931887,3,3,1909,0,95
1664108689593,2012,Home Page-0,200,OK,Scenario 1 1-3,true,,9344,3,3,1909,0,95
1664108691607,314,Home Page-1,200,OK,Scenario 1 1-3,true,,12752,3,3,193,0,132
1664108691607,266,Home Page-2,200,OK,Scenario 1 1-3,true,,1059,3,3,266,0,185
1664108691607,1177,Home Page-3,200,OK,Scenario 1 1-3,true,,52307,3,3,186,0,120
1664108691607,1350,Home Page-4,200,OK,Scenario 1 1-3,true,,36449,3,3,63,0,0
1664108691607,232,Home Page-5,200,OK,Scenario 1 1-3,true,,6970,3,3,225,0,161
1664108691607,371,Home Page-6,200,OK,Scenario 1 1-3,true,,13300,3,3,183,0,122
1664108691839,6331,Home Page-7,200,OK,Scenario 1 1-3,true,,251843,3,3,1437,0,922
1664108691873,1210,Home Page-8,200,OK,Scenario 1 1-3,true,,1586,3,3,1210,0,905
1664108691921,4227,Home Page-9,200,OK,Scenario 1 1-3,true,,55041,3,3,1306,0,834
1664108691978,2133,Home Page-10,200,OK,Scenario 1 1-3,true,,51183,3,3,1342,0,874
1664108692784,1308,Home Page-11,200,OK,Scenario 1 1-3,true,,3054,3,3,1308,0,1002
1664108692957,1670,Home Page-12,200,OK,Scenario 1 1-3,true,,5682,3,3,309,0,0
1664108693084,3254,Home Page-13,200,OK,Scenario 1 1-3,true,,163916,3,3,944,0,0
1664108694092,1891,Home Page-14,200,OK,Scenario 1 1-3,true,,59418,3,3,66,0,0
1664108694112,3599,Home Page-15,200,OK,Scenario 1 1-3,true,,198932,3,3,555,0,0
1664108694627,1790,Home Page-16,200,OK,Scenario 1 1-3,true,,67514,3,3,340,0,0
1664108695983,942,Home Page-17,200,OK,Scenario 1 1-3,true,,43125,3,3,484,0,0
1664108696148,1121,Home Page-18,200,OK,Scenario 1 1-3,true,,66088,3,3,72,0,0
1664108696338,1685,Home Page-19,200,OK,Scenario 1 1-3,true,,87119,3,3,578,0,0
1664108696417,88,Home Page-20,200,OK,Scenario 1 1-3,true,,1777,3,3,88,0,0
1664108696506,97,Home Page-21,200,OK,Scenario 1 1-3,true,,1646,3,3,97,0,0
1664108696603,93,Home Page-22,200,OK,Scenario 1 1-3,true,,1209,3,3,92,0,0
1664108696696,147,Home Page-23,200,OK,Scenario 1 1-3,true,,4833,3,3,120,0,0
1664108696843,1450,Home Page-24,200,OK,Scenario 1 1-3,true,,52023,3,3,930,0,0
1664108696925,4345,Home Page-25,200,OK,Scenario 1 1-3,true,,53239,3,3,521,0,0
1664108697269,2249,Home Page-26,200,OK,Scenario 1 1-3,true,,54671,3,3,1264,0,932
1664108697712,896,Home Page-27,200,OK,Scenario 1 1-3,true,,57540,3,3,411,0,0
1664108698023,846,Home Page-28,200,OK,Scenario 1 1-3,true,,52662,3,3,346,0,0
1664108698170,1152,Home Page-29,200,OK,Scenario 1 1-3,true,,57237,3,3,290,0,0
1664108698293,956,Home Page-30,200,OK,Scenario 1 1-3,true,,55331,3,3,493,0,0
1664108698608,1006,Home Page-31,200,OK,Scenario 1 1-3,true,,54137,3,3,462,0,0
1664108698869,915,Home Page-32,200,OK,Scenario 1 1-3,true,,53966,3,3,367,0,0
1664108699249,679,Home Page-33,200,OK,Scenario 1 1-3,true,,54151,3,3,391,0,0
1664108699322,311,Home Page-34,200,OK,Scenario 1 1-3,true,,56394,3,3,43,0,0
1664108699518,79,Home Page-35,200,OK,Scenario 1 1-3,true,,1461,3,3,79,0,0
1664108699597,453,Home Page-36,200,OK,Scenario 1 1-3,true,,33723,3,3,82,0,0
1664108699614,131,Home Page-37,200,OK,Scenario 1 1-3,true,,9806,3,3,92,0,0
1664108699633,127,Home Page-38,200,OK,Scenario 1 1-3,true,,13806,3,3,127,0,0
1664108699745,50,Home Page-39,200,OK,Scenario 1 1-3,true,,6834,3,3,46,0,0
1664108699760,196,Home Page-40,200,OK,Scenario 1 1-3,true,,38590,3,3,102,0,0
1664108699784,69,Home Page-41,200,OK,Scenario 1 1-3,true,,1295,3,3,68,0,0
1664108699795,52,Home Page-42,200,OK,Scenario 1 1-3,true,,1442,3,3,52,0,0
1664108699847,56,Home Page-43,200,OK,Scenario 1 1-3,true,,2301,3,3,54,0,0
1664108699853,90,Home Page-44,200,OK,Scenario 1 1-3,true,,13006,3,3,55,0,0
1664108699903,51,Home Page-45,200,OK,Scenario 1 1-3,true,,1648,3,3,50,0,0
1664108699928,134,Home Page-46,200,OK,Scenario 1 1-3,true,,3086,3,3,132,0,84
1664108699943,51,Home Page-47,200,OK,Scenario 1 1-3,true,,5493,3,3,46,0,0
1664108699954,51,Home Page-48,200,OK,Scenario 1 1-3,true,,1898,3,3,51,0,0
1664108690593,11461,Home Page,200,OK,Scenario 1 1-4,false,"Test failed: text expected to contain /<h1 class=""texto-azul-banner-console modern-font"">NÓS SOMOS A DESENVOLVEDOR.IO</h1>/",1931853,2,2,920,0,102
1664108690593,1148,Home Page-0,200,OK,Scenario 1 1-4,true,,9339,2,2,920,0,102
1664108691743,361,Home Page-1,200,OK,Scenario 1 1-4,true,,12742,2,2,199,0,141
1664108691743,65,Home Page-2,200,OK,Scenario 1 1-4,true,,1059,2,2,64,0,0
1664108691743,1480,Home Page-3,200,OK,Scenario 1 1-4,true,,52297,2,2,229,0,169
1664108691743,990,Home Page-4,200,OK,Scenario 1 1-4,true,,36450,2,2,259,0,193
1664108691743,345,Home Page-5,200,OK,Scenario 1 1-4,true,,6966,2,2,266,0,193
1664108691744,326,Home Page-6,200,OK,Scenario 1 1-4,true,,13302,2,2,179,0,114
1664108691808,9546,Home Page-7,200,OK,Scenario 1 1-4,true,,251843,2,2,1397,0,913
1664108692070,1193,Home Page-8,200,OK,Scenario 1 1-4,true,,1586,2,2,1193,0,895
1664108692088,3770,Home Page-9,200,OK,Scenario 1 1-4,true,,55041,2,2,1300,0,862
1664108692104,1949,Home Page-10,200,OK,Scenario 1 1-4,true,,51183,2,2,1470,0,915
1664108692733,1195,Home Page-11,200,OK,Scenario 1 1-4,true,,3054,2,2,1195,0,901
1664108693223,135,Home Page-12,200,OK,Scenario 1 1-4,true,,5692,2,2,84,0,0
1664108693263,4090,Home Page-13,200,OK,Scenario 1 1-4,true,,163916,2,2,533,0,0
1664108693358,827,Home Page-14,200,OK,Scenario 1 1-4,true,,59420,2,2,103,0,0
1664108693928,3921,Home Page-15,200,OK,Scenario 1 1-4,true,,198932,2,2,523,0,0
1664108694053,1198,Home Page-16,200,OK,Scenario 1 1-4,true,,67504,2,2,73,0,0
1664108694185,4075,Home Page-17,200,OK,Scenario 1 1-4,true,,43125,2,2,597,0,0
1664108695251,1112,Home Page-18,200,OK,Scenario 1 1-4,true,,66088,2,2,86,0,0
1664108695858,4395,Home Page-19,200,OK,Scenario 1 1-4,true,,87119,2,2,1024,0,0
1664108696363,67,Home Page-20,200,OK,Scenario 1 1-4,true,,1771,2,2,66,0,0
1664108696430,82,Home Page-21,200,OK,Scenario 1 1-4,true,,1648,2,2,82,0,0
1664108696512,89,Home Page-22,200,OK,Scenario 1 1-4,true,,1207,2,2,88,0,0
1664108696601,129,Home Page-23,200,OK,Scenario 1 1-4,true,,4827,2,2,106,0,0
1664108696731,1680,Home Page-24,200,OK,Scenario 1 1-4,true,,52023,2,2,1409,0,960
1664108697353,885,Home Page-25,200,OK,Scenario 1 1-4,true,,53239,2,2,487,0,0
1664108697849,889,Home Page-26,200,OK,Scenario 1 1-4,true,,54671,2,2,470,0,0
1664108698238,975,Home Page-27,200,OK,Scenario 1 1-4,true,,57540,2,2,414,0,0
1664108698261,920,Home Page-28,200,OK,Scenario 1 1-4,true,,52662,2,2,423,0,0
1664108698412,3642,Home Page-29,200,OK,Scenario 1 1-4,true,,57237,2,2,301,0,0
1664108698738,899,Home Page-30,200,OK,Scenario 1 1-4,true,,55331,2,2,444,0,0
1664108699181,2462,Home Page-31,200,OK,Scenario 1 1-4,true,,54137,2,2,445,0,0
1664108699214,683,Home Page-32,200,OK,Scenario 1 1-4,true,,53966,2,2,442,0,0
1664108699637,601,Home Page-33,200,OK,Scenario 1 1-4,true,,54151,2,2,332,0,0
1664108699897,316,Home Page-34,200,OK,Scenario 1 1-4,true,,56394,2,2,68,0,0
1664108700213,48,Home Page-35,200,OK,Scenario 1 1-4,true,,1457,2,2,41,0,0
1664108700238,241,Home Page-36,200,OK,Scenario 1 1-4,true,,33731,2,2,70,0,0
1664108700253,86,Home Page-37,200,OK,Scenario 1 1-4,true,,9810,2,2,69,0,0
1664108700261,106,Home Page-38,200,OK,Scenario 1 1-4,true,,13804,2,2,105,0,0
1664108700339,45,Home Page-39,200,OK,Scenario 1 1-4,true,,6836,2,2,40,0,0
1664108700367,189,Home Page-40,200,OK,Scenario 1 1-4,true,,38582,2,2,109,0,0
1664108700384,54,Home Page-41,200,OK,Scenario 1 1-4,true,,1295,2,2,54,0,0
1664108700438,47,Home Page-42,200,OK,Scenario 1 1-4,true,,1440,2,2,47,0,0
1664108700479,60,Home Page-43,200,OK,Scenario 1 1-4,true,,2307,2,2,53,0,0
1664108700485,92,Home Page-44,200,OK,Scenario 1 1-4,true,,13008,2,2,80,0,0
1664108700539,55,Home Page-45,200,OK,Scenario 1 1-4,true,,1646,2,2,52,0,0
1664108700557,80,Home Page-46,200,OK,Scenario 1 1-4,true,,3090,2,2,77,0,0
1664108700577,58,Home Page-47,200,OK,Scenario 1 1-4,true,,5489,2,2,54,0,0
1664108700594,82,Home Page-48,200,OK,Scenario 1 1-4,true,,1896,2,2,77,0,0
1664108691593,11459,Home Page,200,OK,Scenario 1 1-5,false,"Test failed: text expected to contain /<h1 class=""texto-azul-banner-console modern-font"">NÓS SOMOS A DESENVOLVEDOR.IO</h1>/",1680024,1,1,943,0,115
1664108691593,1157,Home Page-0,200,OK,Scenario 1 1-5,true,,9319,1,1,943,0,115
1664108692752,278,Home Page-1,200,OK,Scenario 1 1-5,true,,12748,1,1,183,0,119
1664108692752,168,Home Page-2,200,OK,Scenario 1 1-5,true,,1059,1,1,167,0,117
1664108692752,567,Home Page-3,200,OK,Scenario 1 1-5,true,,52299,1,1,63,0,0
1664108692752,1210,Home Page-4,200,OK,Scenario 1 1-5,true,,36452,1,1,222,0,137
1664108692752,177,Home Page-5,200,OK,Scenario 1 1-5,true,,6968,1,1,171,0,109
1664108692752,285,Home Page-6,200,OK,Scenario 1 1-5,true,,13302,1,1,160,0,110
1664108692920,1265,Home Page-7,200,OK,Scenario 1 1-5,true,,1586,1,1,1265,0,972
1664108692929,2911,Home Page-8,200,OK,Scenario 1 1-5,true,,55041,1,1,1422,0,862
1664108693030,2247,Home Page-9,200,OK,Scenario 1 1-5,true,,51183,1,1,1441,0,906
1664108693037,1200,Home Page-10,200,OK,Scenario 1 1-5,true,,3054,1,1,1200,0,905
1664108693319,157,Home Page-11,200,OK,Scenario 1 1-5,true,,5680,1,1,84,0,0
1664108693476,4085,Home Page-12,200,OK,Scenario 1 1-5,true,,163916,1,1,1976,0,900
1664108693962,1556,Home Page-13,200,OK,Scenario 1 1-5,true,,59414,1,1,57,0,0
1664108694185,3695,Home Page-14,200,OK,Scenario 1 1-5,true,,198932,1,1,524,0,0
1664108694237,1176,Home Page-15,200,OK,Scenario 1 1-5,true,,67510,1,1,75,0,0
1664108695277,3517,Home Page-16,200,OK,Scenario 1 1-5,true,,43125,1,1,2649,0,0
1664108695413,1196,Home Page-17,200,OK,Scenario 1 1-5,true,,66088,1,1,80,0,0
1664108695518,1801,Home Page-18,200,OK,Scenario 1 1-5,true,,87119,1,1,1153,0,0
1664108695840,79,Home Page-19,200,OK,Scenario 1 1-5,true,,1773,1,1,79,0,0
1664108695920,92,Home Page-20,200,OK,Scenario 1 1-5,true,,1646,1,1,92,0,0
1664108696012,70,Home Page-21,200,OK,Scenario 1 1-5,true,,1203,1,1,69,0,0
1664108696082,106,Home Page-22,200,OK,Scenario 1 1-5,true,,4821,1,1,74,0,0
1664108696188,1090,Home Page-23,200,OK,Scenario 1 1-5,true,,52023,1,1,587,0,0
1664108696609,1728,Home Page-24,200,OK,Scenario 1 1-5,true,,53239,1,1,1361,0,885
1664108697278,994,Home Page-25,200,OK,Scenario 1 1-5,true,,54671,1,1,498,0,0
1664108697319,946,Home Page-26,200,OK,Scenario 1 1-5,true,,57540,1,1,497,0,0
1664108697561,803,Home Page-27,200,OK,Scenario 1 1-5,true,,52662,1,1,484,0,0
1664108697880,913,Home Page-28,200,OK,Scenario 1 1-5,true,,57237,1,1,416,0,0
1664108698265,944,Home Page-29,200,OK,Scenario 1 1-5,true,,55331,1,1,414,0,0
1664108698272,965,Home Page-30,200,OK,Scenario 1 1-5,true,,54137,1,1,468,0,0
1664108698337,4715,Home Page-31,200,OK,Scenario 1 1-5,true,,53966,1,1,460,0,0
1664108698365,1140,Home Page-32,200,OK,Scenario 1 1-5,true,,54151,1,1,511,0,0
1664108698794,552,Home Page-33,200,OK,Scenario 1 1-5,true,,56390,1,1,254,0,0
1664108698794,51,Home Page-34,200,OK,Scenario 1 1-5,true,,1457,1,1,51,0,0
1664108698845,373,Home Page-35,200,OK,Scenario 1 1-5,true,,33737,1,1,79,0,0
1664108699209,125,Home Page-36,200,OK,Scenario 1 1-5,true,,9810,1,1,84,0,0
1664108699218,158,Home Page-37,200,OK,Scenario 1 1-5,true,,13818,1,1,97,0,0
1664108699237,92,Home Page-38,200,OK,Scenario 1 1-5,true,,6844,1,1,64,0,0
1664108699329,102,Home Page-39,200,OK,Scenario 1 1-5,true,,38590,1,1,49,0,0
1664108699334,55,Home Page-40,200,OK,Scenario 1 1-5,true,,1295,1,1,54,0,0
1664108699346,45,Home Page-41,200,OK,Scenario 1 1-5,true,,1442,1,1,41,0,0
1664108699376,55,Home Page-42,200,OK,Scenario 1 1-5,true,,2301,1,1,54,0,0
1664108699389,94,Home Page-43,200,OK,Scenario 1 1-5,true,,13012,1,1,78,0,0
1664108699391,81,Home Page-44,200,OK,Scenario 1 1-5,true,,1650,1,1,75,0,0
1664108699431,55,Home Page-45,200,OK,Scenario 1 1-5,true,,3092,1,1,53,0,0
1664108699431,108,Home Page-46,200,OK,Scenario 1 1-5,true,,5489,1,1,76,0,0
1664108699472,100,Home Page-47,200,OK,Scenario 1 1-5,true,,1902,1,1,83,0,0
